farm_id,region,crop_type,soilMoisture,soil_pH,temperature,rain,humidity,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,co2,light,irrigation_needed
FARM0342,East Africa,Soybean,36.73,6.18,29.2,57.19,80.73,5.33,Sprinkler,Mixed,15.2,2024-01-07,2024-04-14,98,5924.44,SENS0342,2024-03-01,27.270453,85.680594,0.35,Severe,415.76135090238813,219.59543647069754,0
FARM0343,South USA,Wheat,16.87,5.57,28.2,198.29,63.45,9.45,Drip,Organic,18.57,2024-01-25,2024-04-30,96,5129.48,SENS0343,2024-04-11,15.13503,88.023497,0.41,Moderate,426.4782648656775,485.357715093205,0
FARM0344,North India,Wheat,15.09,6.99,20.55,194.94,57.61,9.13,Sprinkler,Mixed,30.66,2024-01-27,2024-06-02,127,5052.98,SENS0344,2024-03-22,27.895291,89.285276,0.4,,331.29534320072014,444.64886300163937,0
FARM0345,North India,Rice,42.22,7.2,24.49,224.53,49.26,8.04,Drip,Organic,42.56,2024-02-14,2024-05-27,103,4057.0,SENS0345,2024-04-06,12.821137,89.692255,0.37,,394.78424402322054,296.73128718507354,0
FARM0346,East Africa,Rice,27.35,6.22,20.77,230.53,44.11,6.96,,Inorganic,25.56,2024-03-10,2024-07-21,133,5904.72,SENS0346,2024-07-01,15.646836,78.145644,0.89,Severe,443.2794223916198,593.8457621003942,0
FARM0347,South India,Wheat,41.32,7.1,33.78,141.86,40.64,8.04,Drip,Inorganic,24.71,2024-03-22,2024-06-25,95,2476.87,SENS0347,2024-05-11,20.015607,81.811145,0.36,Mild,354.1885396632731,782.6905444209715,0
FARM0348,North India,Maize,44.13,6.18,26.9,297.67,46.14,9.03,,Inorganic,39.42,2024-03-19,2024-07-04,107,5025.21,SENS0348,2024-06-29,26.095779,78.004711,0.59,Severe,340.450836104907,537.313286638715,0
FARM0349,South USA,Soybean,19.76,7.04,17.16,112.67,64.86,7.77,Sprinkler,Organic,9.48,2024-01-27,2024-04-30,94,3992.54,SENS0349,2024-01-30,34.301814,77.65266,0.71,Mild,362.7653616448831,628.8519658663674,0
FARM0350,Central USA,Soybean,31.81,7.02,28.22,179.99,64.61,6.8,Manual,Mixed,27.41,2024-03-09,2024-07-11,124,3374.46,SENS0350,2024-06-27,23.513225,70.353408,0.76,Severe,348.3001255985667,241.07027153961008,0
FARM0351,North India,Cotton,25.75,7.21,23.85,59.0,48.84,7.96,Manual,Mixed,12.39,2024-02-05,2024-05-24,109,4862.89,SENS0351,2024-04-07,29.100278,81.377104,0.59,Severe,342.9825274072792,450.6001974901968,0
FARM0352,South USA,Soybean,39.9,6.51,22.83,173.67,88.54,7.7,Manual,Inorganic,19.42,2024-01-19,2024-04-20,92,2512.79,SENS0352,2024-03-05,18.72192,84.841143,0.32,Moderate,384.9701685736174,269.8150910986975,0
FARM0353,South USA,Wheat,24.99,7.48,23.24,64.11,52.21,5.41,Manual,Mixed,8.82,2024-03-03,2024-07-26,145,3219.65,SENS0353,2024-05-28,14.244481,80.768336,0.32,Severe,481.5677027767068,567.6775013219062,0
FARM0354,East Africa,Soybean,41.55,6.03,28.92,197.0,89.29,6.27,,Inorganic,30.76,2024-02-04,2024-06-17,134,4700.45,SENS0354,2024-04-30,22.418285,86.229144,0.7,Mild,401.41192934774364,763.0892949284928,0
FARM0355,East Africa,Maize,22.72,6.37,24.94,261.83,79.36,9.04,Sprinkler,Inorganic,16.93,2024-02-19,2024-06-13,115,5218.41,SENS0355,2024-05-08,28.572201,71.839157,0.81,,337.5840761630646,597.0666394829832,0
FARM0356,East Africa,Maize,19.57,6.63,25.62,156.78,57.37,4.46,Manual,Mixed,41.19,2024-02-22,2024-06-25,124,3253.41,SENS0356,2024-04-15,20.057524,82.499278,0.57,Mild,315.3943338761748,246.08182898865292,0
FARM0357,North India,Soybean,40.19,6.65,19.26,290.53,77.11,6.8,,Mixed,37.7,2024-01-17,2024-04-28,102,3457.1,SENS0357,2024-02-04,16.009349,84.92867,0.76,Severe,439.2312290275851,412.7997229910497,0
FARM0358,South USA,Maize,40.11,7.32,27.68,261.49,53.35,5.72,Sprinkler,Inorganic,35.91,2024-01-13,2024-04-27,105,2454.23,SENS0358,2024-02-06,10.692604,85.940895,0.49,Severe,376.55975288727757,530.3980276645109,0
FARM0359,East Africa,Cotton,24.77,7.31,19.04,118.18,41.46,8.74,Manual,Mixed,29.78,2024-03-28,2024-06-28,92,5855.15,SENS0359,2024-05-29,29.555844,71.106545,0.84,Moderate,464.36618931707187,441.92465367995135,0
FARM0360,East Africa,Maize,40.35,7.3,23.14,140.86,72.87,4.54,Sprinkler,Organic,10.04,2024-03-17,2024-08-13,149,2482.57,SENS0360,2024-08-12,33.741863,88.631113,0.45,,431.9021537281541,700.1864062851034,0
FARM0361,South India,Soybean,14.28,7.11,21.59,196.08,59.5,8.49,Sprinkler,Inorganic,14.81,2024-01-06,2024-04-18,103,5879.69,SENS0361,2024-03-02,20.209389,87.257999,0.33,Moderate,459.2482901082737,688.8026028259935,0
FARM0362,North India,Maize,29.1,6.45,19.93,119.43,79.21,4.87,,Mixed,21.55,2024-02-01,2024-06-11,131,5867.22,SENS0362,2024-02-09,31.036824,83.244469,0.86,Mild,354.3892078836898,567.0986120619328,0
FARM0363,Central USA,Soybean,23.46,6.78,29.01,275.79,74.26,7.21,Sprinkler,Inorganic,22.48,2024-02-09,2024-05-28,109,2361.0,SENS0363,2024-05-24,28.916698,75.948458,0.82,Mild,438.4717844922116,424.07476707962314,0
FARM0364,South USA,Maize,40.78,7.03,23.13,58.47,83.32,8.94,,Inorganic,38.16,2024-02-23,2024-06-19,117,5507.04,SENS0364,2024-06-06,12.509889,73.206867,0.46,,352.81239693874375,353.2018242579465,0
FARM0365,Central USA,Cotton,31.07,7.13,29.76,163.32,41.37,4.31,Sprinkler,Mixed,24.95,2024-03-05,2024-06-03,90,3602.65,SENS0365,2024-05-24,17.638688,81.516187,0.37,Mild,487.8136958900583,263.52459092787757,0
FARM0366,East Africa,Rice,39.64,6.87,30.85,129.85,63.92,8.41,Manual,Organic,35.94,2024-02-26,2024-06-13,108,2794.65,SENS0366,2024-04-19,19.189989,77.869884,0.53,Mild,427.2748563066749,412.93861009193245,0
FARM0367,North India,Wheat,42.31,6.79,27.53,276.71,88.71,5.19,Sprinkler,Organic,23.05,2024-02-20,2024-06-05,106,2597.0,SENS0367,2024-04-07,14.253072,81.344858,0.31,Severe,364.9023600350684,447.9035103246317,0
FARM0368,South USA,Cotton,14.15,6.93,18.81,265.48,79.11,5.73,,Inorganic,10.86,2024-01-20,2024-05-02,103,5980.83,SENS0368,2024-02-25,28.167702,73.787263,0.41,Mild,353.9023724584545,605.4937550624442,0
FARM0369,North India,Maize,44.16,5.97,24.02,112.08,69.15,7.88,Drip,Organic,26.1,2024-02-23,2024-06-17,115,4747.41,SENS0369,2024-05-24,19.587386,78.465819,0.66,,338.1853170143287,594.8958945785441,0
FARM0370,North India,Soybean,12.06,6.17,19.7,277.06,89.84,9.64,Drip,Organic,16.41,2024-03-13,2024-06-30,109,5910.1,SENS0370,2024-06-06,19.27253,89.361156,0.64,Mild,438.9281917787456,242.06488378475416,0
FARM0371,Central USA,Rice,27.63,7.36,32.56,82.98,55.87,7.18,Sprinkler,Inorganic,10.26,2024-01-05,2024-05-05,121,5486.72,SENS0371,2024-04-20,17.025016,77.211844,0.56,Moderate,343.7431225995855,437.1555892586947,0
FARM0372,East Africa,Maize,28.09,6.37,18.3,234.22,64.56,9.7,,Organic,13.5,2024-01-08,2024-04-18,101,2143.45,SENS0372,2024-02-10,14.088874,79.342657,0.37,Severe,419.0606531854978,309.06732033041715,0
FARM0373,North India,Cotton,22.48,6.92,24.7,173.25,82.29,9.2,Drip,Inorganic,9.21,2024-02-06,2024-06-28,143,2673.18,SENS0373,2024-06-15,30.564294,81.264948,0.7,Mild,352.9270053850715,294.08762319008343,0
FARM0374,East Africa,Wheat,28.41,6.64,23.33,69.21,78.41,8.06,Manual,Organic,17.79,2024-03-04,2024-06-27,115,3494.23,SENS0374,2024-03-17,30.92443,73.075509,0.35,Severe,432.3937889587737,696.3812898423475,0
FARM0375,South USA,Maize,30.8,5.51,34.4,214.04,87.54,5.95,Sprinkler,Organic,43.85,2024-03-10,2024-06-28,110,5192.59,SENS0375,2024-06-13,11.768102,89.038004,0.53,Severe,462.9879457081079,225.14913002975453,0
FARM0376,Central USA,Rice,18.4,7.04,22.98,55.13,50.41,6.33,,Inorganic,34.12,2024-03-05,2024-06-10,97,3194.19,SENS0376,2024-04-29,28.397232,88.433996,0.84,Mild,455.6050486289306,451.5097255412728,0
FARM0377,Central USA,Wheat,39.12,6.53,24.79,271.35,63.82,7.38,,Organic,39.04,2024-02-20,2024-05-31,101,3736.42,SENS0377,2024-04-14,12.323687,80.266829,0.88,Mild,452.17026618615637,300.9221934599109,0
FARM0378,South India,Cotton,28.45,6.79,16.68,167.05,43.96,8.81,Manual,Organic,49.29,2024-03-10,2024-07-31,143,2994.61,SENS0378,2024-06-27,17.387041,70.954565,0.35,,337.5444811384504,727.5981294070845,0
FARM0379,East Africa,Wheat,27.87,6.33,24.29,230.08,80.64,6.13,Drip,Mixed,5.73,2024-03-22,2024-07-19,119,2718.21,SENS0379,2024-04-14,31.072746,70.905174,0.55,Moderate,317.67698939690376,534.2243079650211,0
FARM0380,Central USA,Soybean,35.34,7.01,24.0,251.96,57.07,9.51,Sprinkler,Organic,13.33,2024-03-20,2024-07-04,106,5486.46,SENS0380,2024-04-02,20.844973,70.358304,0.54,,439.78976569747715,338.82838182610885,0
FARM0381,South India,Cotton,26.11,6.31,28.15,236.06,76.3,5.82,Manual,Mixed,35.32,2024-03-22,2024-07-15,115,5218.56,SENS0381,2024-04-02,13.127237,70.277518,0.37,,373.6694427588703,501.45637229982583,0
FARM0382,South India,Wheat,17.32,6.8,27.99,158.95,71.3,8.74,Sprinkler,Organic,18.54,2024-02-05,2024-06-04,120,3687.52,SENS0382,2024-02-19,14.152637,73.048445,0.72,Severe,386.46924528066944,638.8918158218695,0
FARM0383,South USA,Wheat,40.09,6.67,19.03,192.36,81.69,4.31,Drip,Organic,33.37,2024-03-14,2024-07-08,116,5394.47,SENS0383,2024-06-16,24.466532,84.621571,0.9,,306.22981855867823,774.8708053516602,0
FARM0384,South USA,Cotton,27.01,6.68,27.23,219.67,80.83,6.93,Drip,Mixed,5.86,2024-03-11,2024-07-14,125,2254.04,SENS0384,2024-07-03,26.207507,87.782812,0.37,Moderate,351.91528985500986,332.2676025472514,0
FARM0385,South USA,Cotton,10.73,6.08,18.84,135.96,51.61,5.32,Manual,Mixed,43.41,2024-03-22,2024-07-19,119,2524.63,SENS0385,2024-04-28,28.074875,77.807425,0.55,Moderate,306.73528077489283,731.7090632776071,0
FARM0386,South USA,Rice,31.76,6.06,29.99,216.76,46.45,5.2,,Organic,40.71,2024-02-10,2024-05-25,105,2837.73,SENS0386,2024-02-16,34.981531,77.175735,0.46,Mild,475.83715452024956,760.5824685004942,0
FARM0387,South India,Soybean,11.12,5.63,23.61,204.39,46.03,5.34,Manual,Inorganic,40.32,2024-01-25,2024-06-19,146,4228.09,SENS0387,2024-03-03,31.335204,87.473914,0.66,,348.6793366437061,749.8523267192397,0
FARM0388,North India,Cotton,37.96,7.43,30.12,293.66,79.08,7.66,Drip,Mixed,6.89,2024-01-06,2024-05-15,130,2472.24,SENS0388,2024-02-27,32.774644,73.140651,0.48,Severe,411.4674339146016,581.248614117146,0
FARM0389,East Africa,Cotton,35.64,5.7,27.94,133.65,46.89,9.09,,Inorganic,39.61,2024-01-08,2024-05-30,143,5236.58,SENS0389,2024-04-04,17.168957,73.425236,0.46,Severe,307.7958641322261,577.8923926608246,0
FARM0390,Central USA,Rice,15.31,7.01,23.43,107.05,80.09,6.48,,Inorganic,47.83,2024-03-26,2024-08-06,133,3447.1,SENS0390,2024-04-02,21.064467,85.403037,0.73,,433.3694782611316,441.9263799102937,0
FARM0391,North India,Maize,21.02,7.46,18.29,65.37,77.96,7.96,Sprinkler,Mixed,7.6,2024-03-23,2024-08-11,141,4641.45,SENS0391,2024-08-03,34.316529,78.386106,0.83,Moderate,364.60546915081875,651.4387293822728,0
FARM0392,Central USA,Maize,10.28,6.06,25.56,280.11,75.01,6.68,Sprinkler,Mixed,33.1,2024-03-21,2024-07-17,118,4789.88,SENS0392,2024-07-12,30.295777,82.97514,0.77,Moderate,479.58383739153317,518.7764110105592,0
FARM0393,North India,Wheat,28.81,6.28,29.38,269.97,66.02,7.24,Sprinkler,Organic,28.03,2024-02-17,2024-06-07,111,5028.19,SENS0393,2024-03-08,10.585544,87.806387,0.62,Moderate,477.6236377868072,606.4628427369767,0
FARM0394,South India,Maize,35.43,7.47,17.21,64.99,58.65,7.76,Manual,Organic,7.15,2024-03-04,2024-06-30,118,3191.84,SENS0394,2024-06-06,10.130335,76.779606,0.44,Mild,365.05812367234955,457.07474230927727,0
FARM0395,Central USA,Maize,19.96,7.07,29.3,218.11,75.72,7.12,Sprinkler,Organic,19.75,2024-03-07,2024-07-27,142,5114.2,SENS0395,2024-07-01,12.449696,84.232808,0.8,,480.1921791380936,638.8978784258834,0
FARM0396,North India,Wheat,24.87,5.76,19.3,69.52,73.84,6.42,,Inorganic,31.29,2024-03-14,2024-07-10,118,4756.07,SENS0396,2024-05-15,28.292924,78.338447,0.4,Mild,499.2315346997558,694.6829105627294,0
FARM0397,South USA,Cotton,14.53,6.91,32.27,79.51,50.63,6.84,Sprinkler,Mixed,21.62,2024-01-20,2024-06-12,144,3634.48,SENS0397,2024-02-19,19.239649,75.791812,0.61,,465.0831328247896,287.86175396168966,0
FARM0398,Central USA,Maize,44.69,6.11,24.72,247.8,47.11,7.54,Drip,Inorganic,45.01,2024-01-06,2024-05-27,142,4958.64,SENS0398,2024-01-06,13.058198,76.972979,0.82,Severe,468.97426955104584,699.7578293445367,0
FARM0399,South USA,Soybean,20.84,6.4,21.76,144.33,81.72,9.0,Sprinkler,Organic,27.71,2024-02-25,2024-06-22,118,4668.88,SENS0399,2024-03-15,31.658639,76.504326,0.78,Severe,349.801747221818,524.1779190741843,0
FARM0400,South USA,Rice,41.51,6.18,15.92,217.61,62.15,5.66,Drip,Organic,36.82,2024-03-21,2024-08-08,140,5086.38,SENS0400,2024-06-08,24.026109,72.475632,0.64,Mild,415.34047977155126,706.7995454541347,0
FARM0401,East Africa,Soybean,30.19,5.61,26.4,97.35,63.79,9.38,Drip,Mixed,47.13,2024-01-01,2024-04-17,107,5147.03,SENS0401,2024-02-01,30.742264,86.778349,0.65,,313.45118279347355,458.78102380460876,0
FARM0402,East Africa,Soybean,21.22,6.68,24.83,283.46,57.0,5.08,Drip,Mixed,19.28,2024-02-03,2024-05-10,97,5919.14,SENS0402,2024-04-12,14.2039,72.880685,0.45,,318.98358736433397,427.42429122982105,0
FARM0403,South India,Maize,43.33,6.86,16.18,290.28,49.07,8.28,Manual,Inorganic,9.44,2024-01-14,2024-06-09,147,3296.87,SENS0403,2024-04-19,33.539438,87.99003,0.33,Mild,499.7785224066581,749.0364395103335,0
FARM0404,East Africa,Soybean,18.28,6.52,25.09,287.34,53.46,5.91,,Organic,26.79,2024-02-21,2024-06-04,104,5654.94,SENS0404,2024-02-23,16.728993,89.269494,0.71,Mild,365.3278498851822,350.70156052904076,0
FARM0405,East Africa,Rice,20.66,6.31,16.68,208.95,50.17,9.81,Manual,Mixed,49.34,2024-01-18,2024-06-16,150,3695.01,SENS0405,2024-06-08,21.29355,70.020021,0.58,Moderate,449.63678240976924,706.5273951716858,0
FARM0406,South India,Wheat,12.11,7.34,20.47,112.72,74.0,10.0,Sprinkler,Mixed,42.83,2024-02-02,2024-05-12,100,4956.73,SENS0406,2024-04-14,11.74838,71.794302,0.72,Mild,461.33301060536326,490.41234350564247,0
FARM0407,East Africa,Maize,40.74,5.92,25.1,250.51,84.2,9.67,Manual,Mixed,25.37,2024-01-22,2024-05-11,110,3366.52,SENS0407,2024-03-20,33.974817,76.569145,0.85,Mild,471.60465420144584,508.4572655307558,0
FARM0408,North India,Soybean,26.68,7.3,28.45,153.29,84.76,8.22,,Mixed,8.65,2024-03-21,2024-06-23,94,4154.6,SENS0408,2024-06-14,21.129419,72.468312,0.88,Severe,499.5256594804313,385.0809688936904,0
FARM0409,East Africa,Maize,23.54,7.18,31.24,295.95,46.24,6.22,Sprinkler,Inorganic,5.42,2024-03-01,2024-07-17,138,3124.54,SENS0409,2024-05-31,14.787792,86.325616,0.68,Mild,348.29929705137357,543.8253203714094,0
FARM0410,South India,Cotton,43.86,5.57,24.86,226.01,70.3,4.04,,Organic,44.15,2024-03-17,2024-07-16,121,2681.91,SENS0410,2024-04-10,26.495961,81.314141,0.71,Mild,308.07016537193994,395.12671776572677,0
FARM0411,North India,Soybean,14.49,5.63,20.19,192.48,51.4,7.14,Manual,Organic,43.15,2024-01-23,2024-06-04,133,4131.77,SENS0411,2024-03-27,27.017009,87.662039,0.3,Severe,382.2383035989172,223.56164854499139,0
FARM0412,North India,Maize,25.14,7.49,20.48,220.04,63.33,6.17,Drip,Mixed,15.1,2024-02-14,2024-06-17,124,3795.45,SENS0412,2024-02-14,19.796472,76.694116,0.83,,326.0161339657894,363.19916320661366,0
FARM0413,South India,Cotton,43.52,7.33,18.94,132.31,43.14,7.75,Drip,Inorganic,24.44,2024-01-19,2024-06-08,141,4505.19,SENS0413,2024-04-13,31.01269,74.943071,0.58,Moderate,304.485177832411,203.8274260439544,0
FARM0414,North India,Maize,28.19,5.97,16.46,199.99,61.93,4.57,,Mixed,10.62,2024-01-02,2024-04-25,114,3253.12,SENS0414,2024-04-19,27.334092,85.652925,0.34,Severe,372.0853654282972,787.012872234114,0
FARM0415,North India,Maize,31.38,6.36,17.04,63.95,42.61,9.1,,Organic,32.78,2024-02-08,2024-07-02,145,4398.3,SENS0415,2024-02-10,21.335281,79.284182,0.56,,456.7476502150473,779.4483258918485,0
FARM0416,Central USA,Wheat,25.89,6.16,18.85,75.67,69.76,4.41,Sprinkler,Mixed,10.67,2024-03-09,2024-06-29,112,3684.03,SENS0416,2024-06-09,25.521272,73.718468,0.38,,413.23613824501416,437.093178483383,0
FARM0417,North India,Rice,20.91,6.37,34.19,238.59,55.56,9.31,Sprinkler,Organic,26.13,2024-03-11,2024-06-27,108,3475.32,SENS0417,2024-03-12,22.942015,83.153536,0.39,Mild,362.5555978420708,637.0225126037876,0
FARM0418,East Africa,Soybean,40.05,6.34,18.91,100.09,85.43,8.71,Manual,Organic,35.05,2024-03-23,2024-07-20,119,4399.05,SENS0418,2024-05-04,31.300217,81.321938,0.5,Moderate,430.8684010985439,407.48365904625496,0
FARM0419,South USA,Maize,15.68,6.41,30.78,60.55,50.97,4.02,Sprinkler,Mixed,15.36,2024-03-07,2024-06-20,105,3922.98,SENS0419,2024-06-13,33.814706,76.630302,0.74,Mild,346.40363606176214,602.6558942515856,0
FARM0420,South USA,Rice,38.91,5.51,15.2,139.47,67.73,4.85,,Organic,33.41,2024-02-02,2024-05-03,91,2796.49,SENS0420,2024-03-09,14.353665,87.707645,0.73,Moderate,302.876289214417,683.2580258275875,0
FARM0421,East Africa,Rice,16.25,5.54,31.86,277.66,41.05,8.06,,Mixed,40.43,2024-01-11,2024-06-08,149,2840.95,SENS0421,2024-05-06,16.003748,86.189755,0.7,Severe,452.8706772872855,768.0537468153444,0
FARM0422,North India,Wheat,15.06,7.35,30.9,97.92,58.91,6.25,,Mixed,16.0,2024-01-25,2024-06-02,129,4349.3,SENS0422,2024-04-09,29.739695,76.553612,0.33,Moderate,424.7486169728018,440.1273655098032,0
FARM0423,South India,Soybean,43.89,7.27,19.18,70.35,63.53,7.98,Drip,Organic,27.89,2024-03-25,2024-07-25,122,3497.06,SENS0423,2024-05-30,21.606682,76.436463,0.52,Severe,452.460524900192,669.9787897736286,0
FARM0424,South USA,Cotton,19.39,6.3,33.42,196.0,41.83,5.32,Sprinkler,Inorganic,43.84,2024-02-07,2024-05-26,109,3700.09,SENS0424,2024-03-26,24.28426,88.709978,0.52,,307.78760333753314,359.5570703792713,0
FARM0425,South India,Wheat,20.33,6.54,19.6,60.29,65.61,6.02,,Inorganic,24.46,2024-02-26,2024-06-26,121,3268.08,SENS0425,2024-04-14,10.617955,78.83377,0.46,,467.42392556613044,794.199382276189,0
FARM0426,Central USA,Wheat,20.31,6.5,25.93,69.54,53.82,5.37,Drip,Organic,21.21,2024-03-07,2024-06-26,111,2786.59,SENS0426,2024-04-18,16.250591,84.904227,0.76,Moderate,423.90524000726066,215.4617592586107,0
FARM0427,South India,Soybean,44.93,7.5,30.05,234.96,85.62,4.05,Manual,Inorganic,42.0,2024-02-13,2024-07-04,142,4319.82,SENS0427,2024-02-16,21.8001,80.252939,0.76,Mild,412.679070142528,562.1172839006726,0
FARM0428,South USA,Rice,17.94,7.0,24.49,178.96,79.3,8.55,,Inorganic,40.64,2024-02-28,2024-06-09,102,3715.17,SENS0428,2024-05-27,20.442197,78.773616,0.81,,424.9228096229063,595.7035889907963,0
FARM0429,Central USA,Rice,30.21,5.76,33.87,52.42,80.52,9.01,Manual,Organic,23.86,2024-03-25,2024-07-18,115,5051.37,SENS0429,2024-06-21,23.4401,76.52159,0.31,,472.8866493736728,612.8273342444772,0
FARM0430,South India,Rice,44.2,7.49,26.36,249.79,85.69,7.44,,Inorganic,14.19,2024-02-03,2024-06-06,124,3545.74,SENS0430,2024-04-03,12.715959,81.3903,0.57,Moderate,417.3873013117814,272.2325472734534,0
FARM0431,North India,Rice,13.65,6.61,15.64,222.26,64.43,5.12,Drip,Inorganic,17.77,2024-01-10,2024-05-21,132,4097.58,SENS0431,2024-05-05,11.43633,80.370634,0.4,Severe,416.19007597763584,763.1178700838783,0
FARM0432,South USA,Rice,44.64,5.76,23.37,235.79,59.45,9.42,Sprinkler,Organic,44.17,2024-02-14,2024-07-05,142,4838.69,SENS0432,2024-06-14,13.969531,81.501828,0.49,Mild,498.13583141315314,308.7099674300497,0
FARM0433,East Africa,Cotton,19.64,5.51,17.85,65.99,59.96,8.85,Manual,Mixed,44.57,2024-02-15,2024-06-20,126,2156.34,SENS0433,2024-02-26,17.197795,87.619881,0.57,Moderate,451.3460334137136,573.6520419439046,0
FARM0434,South USA,Soybean,38.82,7.2,23.3,94.89,70.89,6.59,,Mixed,13.25,2024-03-04,2024-06-27,115,4794.58,SENS0434,2024-03-09,15.992381,87.410792,0.46,Moderate,388.4587610902271,333.605647473851,0
FARM0435,North India,Rice,41.81,6.32,30.24,80.31,58.44,8.53,Manual,Inorganic,25.29,2024-02-07,2024-06-08,122,2178.54,SENS0435,2024-02-10,11.829887,83.889714,0.75,Severe,441.47940000658554,384.3298502127625,0
FARM0436,Central USA,Cotton,39.95,6.29,15.21,78.67,85.86,5.96,,Inorganic,25.76,2024-01-18,2024-05-29,132,2969.17,SENS0436,2024-05-09,13.506394,86.408534,0.8,Mild,377.8460943383577,527.8751250368746,0
FARM0437,North India,Soybean,13.52,6.09,25.69,147.71,43.88,8.58,Manual,Organic,24.83,2024-01-07,2024-05-21,135,2137.78,SENS0437,2024-03-02,21.051454,70.95512,0.68,,345.7750924966998,450.3160511387459,0
FARM0438,South USA,Maize,25.54,6.7,15.97,144.35,50.09,5.5,Sprinkler,Organic,9.11,2024-02-01,2024-05-01,90,3348.47,SENS0438,2024-02-25,26.998988,71.26343,0.88,,419.3703753775519,296.13536058590375,0
FARM0439,South India,Rice,11.54,6.53,31.31,130.67,71.34,7.75,,Inorganic,10.44,2024-01-04,2024-04-25,112,3293.47,SENS0439,2024-01-05,20.053487,76.324804,0.53,Severe,485.6364196227903,302.561841452509,0
FARM0440,South India,Wheat,33.03,6.06,27.48,60.98,84.27,6.47,,Organic,37.06,2024-03-06,2024-06-20,106,5836.14,SENS0440,2024-05-21,18.108857,82.617478,0.53,Mild,485.82790400309256,450.8868728976798,0
FARM0441,Central USA,Rice,32.24,7.27,21.36,262.89,64.11,6.01,,Inorganic,28.0,2024-03-08,2024-07-08,122,4349.87,SENS0441,2024-03-09,15.815148,82.326973,0.84,Moderate,368.3810556210981,654.3697869653004,0
FARM0442,South India,Cotton,36.5,6.74,16.2,143.63,54.83,4.91,Sprinkler,Mixed,6.71,2024-03-20,2024-08-17,150,3774.9,SENS0442,2024-06-12,13.356675,76.350773,0.77,,405.535493244339,738.7787881086731,0
FARM0443,East Africa,Cotton,32.68,6.08,15.47,261.73,56.56,5.45,Drip,Mixed,49.48,2024-03-23,2024-08-06,136,2889.78,SENS0443,2024-06-28,23.036798,73.670909,0.68,,342.3271797139722,250.4765973556297,0
FARM0444,South USA,Wheat,43.38,5.6,34.84,284.57,46.28,5.04,Sprinkler,Organic,27.83,2024-02-24,2024-06-22,119,3245.85,SENS0444,2024-05-26,14.938407,78.480336,0.66,Moderate,499.1262218997767,435.86234453564066,0
FARM0445,Central USA,Soybean,25.69,6.77,20.44,245.32,44.0,9.84,,Inorganic,12.55,2024-02-14,2024-06-15,122,4437.58,SENS0445,2024-04-09,29.008112,86.392076,0.78,,496.2235815735871,260.147338233726,0
FARM0446,South USA,Cotton,39.89,7.02,33.43,198.8,47.64,8.36,Manual,Inorganic,25.86,2024-02-10,2024-06-03,114,4248.57,SENS0446,2024-04-11,11.798491,72.733127,0.58,Mild,429.9017859414895,209.95548837955874,0
FARM0447,South India,Wheat,10.45,6.5,29.51,172.86,86.28,9.64,Manual,Inorganic,27.03,2024-03-19,2024-06-21,94,3635.15,SENS0447,2024-03-23,34.811812,72.48955,0.86,Mild,460.8828119354947,597.031209586374,0
FARM0448,South India,Cotton,43.5,7.04,30.03,137.14,75.46,7.81,Manual,Mixed,7.6,2024-02-14,2024-06-30,137,2987.17,SENS0448,2024-06-15,10.862689,86.262528,0.68,,443.02003225674,561.4696651799527,0
FARM0449,South India,Maize,31.19,7.39,17.95,111.85,68.92,7.98,Sprinkler,Organic,10.25,2024-01-21,2024-06-04,135,5667.53,SENS0449,2024-05-01,27.651744,89.482912,0.35,Mild,418.6316438078936,297.81146828893174,0
FARM0450,South USA,Rice,39.04,6.01,21.04,291.92,72.92,6.3,Manual,Mixed,23.52,2024-03-28,2024-07-01,95,2437.1,SENS0450,2024-06-09,29.417278,76.887856,0.39,Mild,310.66959939777956,340.28769985583847,0
FARM0451,South USA,Maize,10.22,5.84,24.83,74.22,78.69,6.51,,Mixed,17.98,2024-02-06,2024-05-17,101,3498.61,SENS0451,2024-05-06,13.358302,79.729425,0.6,,390.9528685105322,214.22465218671104,0
FARM0452,South USA,Soybean,38.5,5.87,16.18,95.68,77.96,5.56,,Inorganic,33.21,2024-03-04,2024-07-27,145,4545.73,SENS0452,2024-03-24,17.32814,77.554571,0.47,Moderate,434.95726043348213,700.9683234166423,0
FARM0453,North India,Soybean,18.22,6.47,30.21,52.38,53.3,9.73,Drip,Organic,14.5,2024-01-13,2024-05-20,128,4080.3,SENS0453,2024-03-21,33.30321,79.464636,0.5,Severe,435.50632277673697,784.8143576291309,0
FARM0454,Central USA,Maize,33.87,6.19,21.3,109.9,58.06,6.39,Drip,Inorganic,44.29,2024-01-01,2024-04-29,119,5482.17,SENS0454,2024-02-21,28.130505,87.759411,0.38,,374.6245236844767,281.2757220768145,0
FARM0455,East Africa,Maize,43.29,7.0,19.97,162.98,74.31,9.22,,Mixed,13.46,2024-03-27,2024-07-15,110,2066.52,SENS0455,2024-05-12,31.835862,89.391952,0.74,Severe,488.3383973316061,338.8851282591788,0
